EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,Education,EducationField,HireDate,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,MonthlyIncome,PercentSalaryHike,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,OverTime,BusinessTravel,DistanceFromHome,StockOptionLevel,TrainingTimesLastYear,Attrition,ExitDate,Exit_Reason_HR_Recorded,Retention_Attempted,Retention_Action_Taken,Retained,Retention_Outcome_Reason,Year,Reason_Category
104330,55,Female,Divorced,R&D,Manufacturing Director,1,1,Business,2016-04-11,36,12,11,0,6,2,82305,22,3,4,1,3,2,1,No,Travel_Rarely,34,3,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
104331,28,Female,Married,IT,Data Analyst,2,2,Human Resources,2022-03-17,4,0,0,0,0,3,81893,10,3,2,2,1,3,3,No,Travel_Frequently,34,1,3,Yes,,Underutilized skills in current project assignment.,No,Not Applicable,Not Applicable,Employee did not resign,2022,Role Mismatch
104332,31,Male,Married,Sales,Sales Manager,2,4,Computer Science,2020-07-02,11,2,0,0,0,5,119806,11,2,1,3,1,4,1,No,Travel_Rarely,22,2,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
104333,54,Male,Married,HR,Recruiter,3,5,Life Sciences,2016-08-23,33,19,12,10,15,5,55944,16,3,4,3,2,1,4,Yes,Travel_Frequently,34,2,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
104334,55,Female,Married,HR,HR Manager,3,2,Marketing,2016-03-20,35,10,8,4,6,1,85565,12,2,2,2,3,4,2,Yes,Travel_Rarely,2,1,0,Yes,,Expressed interest in leadership promotion and professional advancement.,No,Not Applicable,Not Applicable,Employee did not resign,2016,Career Advancement
104335,56,Female,Married,HR,Recruiter,1,4,Medical,2023-08-17,32,11,6,3,10,5,58696,11,3,3,4,3,4,4,No,Travel_Frequently,6,0,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
104336,37,Female,Single,Marketing,Marketing Manager,5,2,Human Resources,2016-11-16,15,5,2,2,3,0,119344,17,2,1,4,2,3,3,No,Travel_Rarely,15,1,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
104337,50,Male,Married,Sales,Sales Manager,4,4,Human Resources,2017-01-10,30,23,14,8,15,3,72936,15,4,2,2,3,2,1,No,Travel_Rarely,23,1,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
104338,33,Male,Divorced,Finance,Finance Manager,2,3,Business,2021-07-03,15,14,10,1,5,5,74482,19,1,4,1,2,4,4,Yes,Travel_Frequently,16,1,4,Yes,,Employee requested a salary hike due to competitive market pay standards.,No,Not Applicable,Not Applicable,Employee did not resign,2021,Compensation & Benefits
104339,49,Female,Married,R&D,Laboratory Technician,4,4,Life Sciences,2022-01-12,25,7,4,1,5,5,103401,21,2,4,4,3,1,2,Yes,Travel_Rarely,1,1,2,Yes,,Underutilized skills in current project assignment.,No,Not Applicable,Not Applicable,Employee did not resign,2022,Role Mismatch
104340,40,Male,Married,HR,HR Manager,2,2,Life Sciences,2018-08-01,18,5,2,1,3,6,102337,12,2,2,3,3,3,3,Yes,Travel_Frequently,29,2,1,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2018,Management & Culture
104341,23,Male,Married,R&D,Laboratory Technician,1,1,Computer Science,2022-10-07,5,2,1,0,0,2,62365,12,3,3,3,3,2,4,No,Travel_Rarely,13,0,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
104342,37,Male,Married,IT,Data Scientist,4,4,Business,2017-04-02,16,11,9,6,2,5,72636,14,2,2,3,2,3,1,No,Travel_Rarely,37,3,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
104343,39,Female,Single,Sales,Sales Executive,1,1,Life Sciences,2023-11-30,20,9,3,1,3,6,57220,12,4,1,4,2,3,1,Yes,Travel_Rarely,32,1,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
104344,31,Male,Married,Sales,Sales Manager,2,3,Marketing,2018-02-14,12,5,2,2,3,3,111717,15,3,4,4,3,4,4,No,Non-Travel,4,2,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
104345,35,Female,Married,R&D,Research Director,2,1,Technical Degree,2022-03-13,14,4,2,0,2,3,29652,13,3,4,1,1,4,2,Yes,Travel_Rarely,19,0,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
104346,40,Female,Married,Marketing,Marketing Executive,5,3,Technical Degree,2016-07-18,22,12,6,3,5,3,57790,22,3,3,2,4,4,4,No,Travel_Rarely,37,0,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
104347,22,Male,Married,Sales,Sales Manager,3,1,Business,2023-04-10,3,0,0,0,0,2,101869,14,4,4,1,3,2,2,Yes,Non-Travel,5,1,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
104348,26,Female,Single,R&D,Laboratory Technician,4,1,Marketing,2023-04-01,8,5,1,2,1,2,75125,15,4,4,1,2,4,2,No,Travel_Rarely,16,1,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
104349,50,Female,Married,HR,Recruiter,5,5,Human Resources,2021-07-21,26,22,13,3,9,1,88755,10,2,4,2,3,1,3,Yes,Travel_Rarely,17,3,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
104350,34,Male,Married,Sales,Sales Executive,5,5,Business,2019-03-20,10,9,8,2,5,3,42073,23,3,1,1,1,4,4,No,Travel_Rarely,13,3,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
104351,44,Female,Single,Finance,Finance Manager,4,3,Life Sciences,2023-02-05,25,11,9,4,7,6,100710,23,1,2,4,3,4,3,No,Non-Travel,29,3,3,Yes,2025-11-09,Cited burnout from continuous high-pressure deadlines.,Yes,Flexible Work,Yes,Action directly addressed root cause of dissatisfaction,2023,Work-Life Balance
104352,43,Male,Single,HR,Recruiter,2,2,Technical Degree,2021-07-29,21,18,14,0,16,0,101653,14,3,4,3,4,4,4,No,Travel_Rarely,6,1,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
104353,42,Male,Married,Finance,Accountant,3,4,Marketing,2022-01-16,23,13,7,5,9,1,43775,19,2,3,4,2,3,4,No,Travel_Rarely,1,3,0,Yes,2023-11-11,Role did not match employee's skills or expectations.,Yes,Manager Change,No,Action did not address underlying root cause,2022,Role Mismatch
104354,37,Female,Single,Sales,Account Manager,1,2,Computer Science,2016-07-07,16,6,5,2,3,4,55294,12,1,4,2,3,3,1,No,Travel_Rarely,33,3,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
104355,39,Female,Divorced,R&D,Research Director,3,1,Medical,2019-09-08,18,4,3,1,1,5,75736,16,3,4,1,2,1,4,No,Non-Travel,19,1,2,Yes,,Employee requested a salary hike due to competitive market pay standards.,No,Not Applicable,Not Applicable,Employee did not resign,2019,Compensation & Benefits
104356,53,Male,Single,R&D,Research Scientist,3,2,Marketing,2023-09-08,35,19,7,2,10,4,25897,11,2,4,1,3,3,3,No,Travel_Rarely,16,0,2,Yes,2024-06-26,Cited poor team dynamics and lack of support from supervisor.,Yes,Manager Change,Yes,Action directly addressed root cause of dissatisfaction,2023,Management & Culture
104358,31,Female,Single,IT,Software Engineer,1,5,Human Resources,2023-11-27,8,7,6,2,4,5,45158,20,3,2,2,2,2,4,No,Travel_Rarely,2,2,0,Yes,,Underutilized skills in current project assignment.,No,Not Applicable,Not Applicable,Employee did not resign,2023,Role Mismatch
104359,47,Female,Married,Sales,Account Manager,4,4,Life Sciences,2021-11-01,29,16,13,3,5,0,71929,11,3,4,1,3,4,4,No,Non-Travel,39,2,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
104360,58,Male,Married,HR,Recruiter,2,4,Other,2018-05-17,39,31,28,12,26,4,110952,20,4,3,1,4,2,1,Yes,Travel_Rarely,34,3,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
104361,21,Male,Married,IT,Data Analyst,1,4,Life Sciences,2021-04-11,3,1,0,0,0,6,89433,16,3,4,4,2,4,4,No,Travel_Frequently,14,2,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
104362,51,Male,Divorced,Sales,Sales Manager,3,1,Technical Degree,2018-04-16,31,24,10,7,23,1,66026,20,3,2,3,3,1,2,No,Travel_Rarely,16,0,4,Yes,,Underutilized skills in current project assignment.,No,Not Applicable,Not Applicable,Employee did not resign,2018,Role Mismatch
104363,40,Female,Married,Sales,Account Manager,5,4,Life Sciences,2023-07-27,19,4,2,0,3,6,109961,24,3,3,4,3,1,1,Yes,Travel_Rarely,35,3,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
104364,58,Male,Single,Finance,Accountant,3,1,Human Resources,2020-03-17,36,19,6,4,5,6,37072,15,3,4,3,3,3,4,Yes,Travel_Frequently,27,1,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
104365,43,Female,Single,Finance,Finance Manager,1,3,Marketing,2024-08-29,21,17,10,9,9,2,40009,15,3,3,4,3,3,3,No,Travel_Frequently,4,0,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
104366,53,Male,Married,IT,Data Scientist,2,3,Business,2023-02-06,35,17,4,4,4,2,83229,15,3,3,1,3,4,1,No,Travel_Rarely,39,1,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
104367,27,Female,Single,HR,HR Executive,4,4,Business,2020-06-21,6,1,0,0,0,1,81955,21,3,4,4,1,4,2,No,Travel_Rarely,14,3,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
104368,26,Female,Married,Marketing,Marketing Manager,2,1,Other,2023-05-14,3,2,1,0,1,4,114317,10,4,3,2,4,3,4,No,Travel_Frequently,2,0,1,Yes,,Expressed interest in leadership promotion and professional advancement.,No,Not Applicable,Not Applicable,Employee did not resign,2023,Career Advancement
104369,57,Female,Married,Sales,Account Manager,2,5,Life Sciences,2022-07-01,33,14,10,7,8,5,108832,20,3,4,3,3,4,1,Yes,Travel_Rarely,22,0,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
104370,41,Female,Married,Sales,Sales Manager,2,4,Business,2018-12-16,18,4,1,2,1,1,94865,15,3,1,1,2,1,4,No,Travel_Rarely,4,3,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
104371,42,Female,Married,Finance,Accountant,1,2,Marketing,2019-02-26,22,11,9,5,6,4,67594,14,3,4,1,2,4,4,No,Travel_Rarely,34,2,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
104372,27,Male,Divorced,Marketing,Content Strategist,4,2,Human Resources,2017-06-01,6,4,0,0,1,2,85762,11,3,4,4,3,4,2,No,Travel_Rarely,23,1,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
104373,29,Female,Married,Sales,Sales Manager,2,1,Other,2017-05-31,10,5,3,2,1,1,56089,12,4,3,2,4,3,4,No,Travel_Rarely,22,2,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
104374,52,Female,Married,IT,Data Scientist,2,2,Computer Science,2021-10-16,32,29,26,5,8,4,83820,18,4,1,1,4,4,2,No,Travel_Rarely,37,3,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
104375,32,Female,Married,Marketing,Marketing Manager,2,1,Other,2024-04-24,13,4,3,2,1,3,62665,21,4,3,1,4,3,3,Yes,Travel_Frequently,3,1,0,Yes,2025-10-04,Leaving to care for a family member.,Yes,Not Applicable,No,Non-negotiable personal/relocation factor,2024,Personal & Non-Negotiable
104376,43,Male,Married,Finance,Finance Manager,4,4,Other,2024-07-22,24,15,9,4,13,4,73241,11,4,1,2,2,4,4,Yes,Travel_Frequently,35,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
104378,31,Male,Divorced,R&D,Research Scientist,4,3,Other,2019-12-15,8,2,0,1,0,2,65013,23,2,1,3,4,2,4,Yes,Travel_Rarely,11,1,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
104379,27,Male,Married,IT,IT Support,3,5,Business,2020-06-01,4,1,0,0,0,2,84368,23,3,4,2,4,1,2,Yes,Travel_Frequently,5,2,0,Yes,,Employee requested a salary hike due to competitive market pay standards.,No,Not Applicable,Not Applicable,Employee did not resign,2020,Compensation & Benefits
104380,57,Male,Married,HR,HR Executive,4,1,Life Sciences,2024-01-13,37,13,3,5,7,4,51150,17,4,2,3,2,2,2,No,Travel_Frequently,10,2,0,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2024,Management & Culture
104381,57,Male,Single,R&D,Research Director,2,5,Other,2019-08-31,37,26,6,13,10,0,118356,18,4,2,4,2,4,2,Yes,Travel_Rarely,38,1,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
104382,25,Male,Married,R&D,Research Director,5,2,Business,2019-04-09,2,1,0,0,0,0,76623,22,3,4,4,3,4,1,No,Travel_Frequently,9,0,0,Yes,2025-09-28,Relocating to another city due to personal circumstances.,No,Not Applicable,No,No retention conversation held before exit,2019,Personal & Non-Negotiable
104383,34,Male,Married,Marketing,Marketing Manager,4,4,Computer Science,2024-09-07,16,14,4,6,12,0,90302,18,3,1,3,3,1,1,No,Travel_Frequently,18,0,4,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2024,Management & Culture
104384,42,Female,Married,IT,IT Support,5,5,Marketing,2023-11-16,19,13,10,4,9,4,33702,18,3,3,3,2,1,1,Yes,Non-Travel,38,0,5,Yes,,Employee requested a salary hike due to competitive market pay standards.,No,Not Applicable,Not Applicable,Employee did not resign,2023,Compensation & Benefits
104385,35,Male,Single,IT,Data Scientist,2,1,Human Resources,2016-05-04,13,6,3,0,2,5,97903,10,3,2,1,1,3,4,No,Non-Travel,39,1,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
104386,49,Male,Married,IT,IT Support,1,5,Technical Degree,2020-06-12,29,11,9,4,5,6,27175,19,1,3,1,1,3,2,Yes,Travel_Rarely,38,0,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
104387,31,Female,Married,R&D,Laboratory Technician,4,5,Life Sciences,2024-12-18,7,3,1,0,1,5,51622,19,3,4,1,2,2,3,No,Travel_Frequently,18,0,1,Yes,,Employee requested a salary hike due to competitive market pay standards.,No,Not Applicable,Not Applicable,Employee did not resign,2024,Compensation & Benefits
104388,23,Female,Married,R&D,Research Scientist,2,4,Business,2021-06-22,4,2,1,0,1,3,81616,21,4,4,3,2,3,1,No,Travel_Rarely,39,0,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
104389,34,Male,Single,Finance,Accountant,2,1,Marketing,2019-03-07,14,9,8,3,3,4,75717,23,3,3,2,3,3,3,No,Travel_Rarely,32,2,6,Yes,2021-05-08,Felt stagnant in current role with no clear promotion path.,Yes,Promotion,Yes,Action directly addressed root cause of dissatisfaction,2019,Career Advancement
104390,44,Male,Single,R&D,Research Director,4,5,Medical,2019-12-06,24,15,9,6,7,3,56955,11,3,1,2,1,2,2,No,Travel_Rarely,21,3,5,Yes,2022-07-19,Cited burnout from continuous high-pressure deadlines.,Yes,Salary Hike,No,Action did not address underlying root cause,2019,Work-Life Balance
104391,28,Female,Single,Finance,Financial Analyst,3,2,Medical,2022-01-07,8,6,2,0,5,6,27828,14,3,1,2,4,2,1,No,Travel_Frequently,5,1,1,Yes,,Personal matters and emergency led to resignation.,No,Not Applicable,Not Applicable,Employee did not resign,2022,Personal & Non-Negotiable
104392,52,Female,Single,Marketing,Marketing Executive,4,1,Business,2021-06-13,32,9,2,1,6,3,100840,12,4,3,2,4,3,1,No,Travel_Rarely,22,3,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
104393,21,Male,Married,IT,IT Support,2,4,Business,2024-04-21,0,0,0,0,0,6,90719,11,4,4,4,4,3,1,Yes,Travel_Rarely,5,1,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
104394,23,Male,Married,HR,HR Manager,1,1,Marketing,2017-02-08,0,0,0,0,0,0,98326,23,3,2,2,3,2,2,No,Travel_Rarely,6,3,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
104395,40,Female,Married,Marketing,Marketing Manager,3,3,Marketing,2021-06-09,19,8,2,2,4,2,55281,23,2,3,3,1,3,2,No,Travel_Frequently,14,0,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
104396,40,Female,Married,Finance,Finance Manager,5,1,Computer Science,2019-08-12,18,17,8,6,13,2,106908,12,4,2,3,2,4,1,Yes,Travel_Rarely,21,0,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
104397,32,Female,Married,HR,Recruiter,3,4,Technical Degree,2021-03-21,10,4,3,1,2,2,41990,20,3,4,1,1,3,4,Yes,Travel_Rarely,2,1,1,Yes,2025-04-08,Family emergency required employee to step away from work.,Yes,Not Applicable,No,Non-negotiable personal/relocation factor,2021,Personal & Non-Negotiable
104398,31,Female,Single,Marketing,Marketing Manager,5,1,Marketing,2021-02-16,9,2,1,1,1,5,71116,23,2,4,4,4,4,1,Yes,Travel_Frequently,13,1,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
104399,23,Female,Married,HR,HR Manager,5,4,Computer Science,2017-01-04,3,1,0,0,0,2,27552,10,4,4,1,2,2,1,No,Travel_Rarely,38,0,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
104400,46,Female,Married,R&D,Laboratory Technician,5,5,Life Sciences,2022-03-07,27,9,5,5,6,6,105937,11,4,4,3,3,4,4,Yes,Travel_Rarely,5,1,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
104401,35,Female,Married,Sales,Sales Executive,3,1,Business,2019-07-31,15,13,10,4,11,2,51228,20,2,3,1,3,1,1,No,Travel_Rarely,18,1,4,Yes,,Workload burnout from overtime working hours.,No,Not Applicable,Not Applicable,Employee did not resign,2019,Work-Life Balance
104402,25,Female,Divorced,Finance,Finance Manager,2,1,Human Resources,2024-08-28,5,2,1,0,1,1,87708,19,4,2,1,4,1,3,No,Travel_Rarely,31,0,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
104403,36,Male,Married,Finance,Accountant,5,5,Technical Degree,2022-04-12,13,7,5,0,4,6,74326,24,3,3,4,3,4,3,No,Non-Travel,18,2,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
104404,57,Male,Married,IT,IT Support,3,3,Business,2018-08-11,36,18,15,4,13,4,112662,22,2,4,1,3,4,3,No,Travel_Rarely,21,1,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
104405,31,Female,Married,Sales,Sales Manager,2,3,Marketing,2017-12-10,7,2,1,0,1,3,33939,19,3,4,1,3,2,1,Yes,Travel_Rarely,7,3,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
104406,55,Female,Married,R&D,Research Scientist,3,2,Human Resources,2024-01-21,31,21,14,7,15,3,69229,20,3,3,1,3,2,3,Yes,Travel_Rarely,17,1,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
104407,31,Male,Married,Sales,Account Manager,4,3,Marketing,2020-02-22,9,2,1,0,0,2,57382,23,3,4,3,1,4,2,No,Travel_Rarely,36,3,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
104408,28,Male,Single,R&D,Research Scientist,2,5,Computer Science,2024-09-10,6,4,3,0,2,6,88996,21,3,4,3,4,3,4,Yes,Travel_Rarely,30,3,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
104409,31,Female,Married,Marketing,Content Strategist,5,5,Technical Degree,2022-10-10,13,6,4,3,5,6,42052,11,4,4,1,3,4,2,No,Travel_Rarely,14,1,1,Yes,,Expressed interest in leadership promotion and professional advancement.,No,Not Applicable,Not Applicable,Employee did not resign,2022,Career Advancement
104410,33,Female,Married,Marketing,Marketing Manager,2,5,Computer Science,2020-08-31,14,12,4,2,7,3,48671,15,3,3,4,1,4,4,No,Travel_Frequently,28,1,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
104411,25,Male,Married,HR,HR Manager,2,2,Human Resources,2019-04-24,3,1,0,0,0,4,61983,17,3,4,4,4,1,3,No,Travel_Rarely,8,2,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
104412,43,Male,Single,Sales,Sales Executive,1,4,Life Sciences,2021-01-29,19,17,11,8,7,1,101525,23,3,2,4,3,3,3,Yes,Non-Travel,39,2,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
104413,34,Male,Married,Marketing,Marketing Executive,5,3,Human Resources,2019-03-14,11,2,1,0,1,2,37716,11,4,4,1,4,1,1,No,Travel_Frequently,34,3,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
104414,49,Female,Married,Sales,Sales Executive,5,2,Life Sciences,2022-09-30,30,23,13,5,13,0,94686,18,1,4,4,4,2,2,No,Travel_Rarely,37,2,6,Yes,,Employee requested a salary hike due to competitive market pay standards.,No,Not Applicable,Not Applicable,Employee did not resign,2022,Compensation & Benefits
104415,40,Female,Single,Sales,Account Manager,2,2,Business,2019-11-03,18,11,4,4,5,2,79137,20,3,3,3,3,2,3,No,Travel_Rarely,15,2,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
104416,38,Female,Married,HR,HR Executive,3,5,Medical,2022-04-06,16,5,1,1,1,5,86038,13,3,4,4,1,2,2,No,Non-Travel,27,3,3,Yes,,Employee requested a salary hike due to competitive market pay standards.,No,Not Applicable,Not Applicable,Employee did not resign,2022,Compensation & Benefits
104417,39,Male,Married,Marketing,Marketing Executive,4,1,Other,2023-08-31,21,5,4,0,1,2,74246,16,4,4,3,2,3,4,Yes,Travel_Rarely,25,3,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
104418,27,Female,Single,IT,Software Engineer,4,5,Medical,2020-03-18,3,2,1,0,0,5,39000,23,4,1,3,4,2,4,No,Travel_Frequently,31,3,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
104419,48,Male,Single,HR,HR Manager,4,5,Technical Degree,2016-08-18,28,14,5,4,8,6,56942,16,3,3,4,4,2,1,No,Travel_Frequently,4,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
104420,25,Female,Married,HR,HR Manager,2,4,Human Resources,2022-08-17,3,0,0,0,0,6,69212,22,1,2,1,3,3,4,Yes,Travel_Rarely,22,1,6,Yes,2025-04-04,Cited burnout from continuous high-pressure deadlines.,No,Not Applicable,No,No retention conversation held before exit,2022,Work-Life Balance
104421,49,Male,Married,Sales,Sales Manager,1,1,Medical,2024-08-10,29,21,4,0,14,2,49660,10,3,4,3,2,3,1,No,Travel_Frequently,32,0,5,Yes,2025-01-12,Left to pursue a leadership role at another company.,No,Not Applicable,No,No retention conversation held before exit,2024,Career Advancement
104422,59,Male,Married,R&D,Research Director,5,4,Medical,2024-05-22,35,15,3,3,4,0,118304,19,3,4,1,2,3,3,No,Travel_Rarely,12,2,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
104423,50,Female,Divorced,IT,Data Analyst,5,1,Other,2019-10-12,29,12,5,6,8,6,66764,21,3,2,4,4,3,3,No,Travel_Rarely,6,1,6,Yes,,Workload burnout from overtime working hours.,No,Not Applicable,Not Applicable,Employee did not resign,2019,Work-Life Balance
104424,38,Male,Divorced,HR,Recruiter,5,2,Marketing,2021-10-16,15,3,2,1,1,6,119244,16,3,2,3,2,1,1,Yes,Travel_Rarely,24,0,6,Yes,,Workload burnout from overtime working hours.,No,Not Applicable,Not Applicable,Employee did not resign,2021,Work-Life Balance
104425,33,Female,Married,Marketing,Marketing Executive,1,1,Computer Science,2022-07-20,9,4,3,2,1,6,27938,21,4,3,3,2,1,4,No,Travel_Rarely,32,0,1,Yes,,Underutilized skills in current project assignment.,No,Not Applicable,Not Applicable,Employee did not resign,2022,Role Mismatch
104426,55,Female,Single,HR,HR Manager,4,4,Technical Degree,2022-07-13,37,34,6,7,19,1,115659,22,3,3,1,3,3,4,Yes,Travel_Rarely,23,0,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
104427,31,Male,Married,Marketing,Marketing Executive,2,3,Medical,2023-07-11,11,9,6,0,5,0,54212,23,3,1,3,2,3,3,No,Travel_Frequently,14,2,3,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2023,Management & Culture
104428,39,Male,Married,IT,Software Engineer,2,5,Human Resources,2023-07-07,17,7,5,4,2,3,115757,21,1,3,3,4,2,1,No,Travel_Frequently,39,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
104429,51,Female,Single,Finance,Finance Manager,3,4,Medical,2023-07-18,28,12,4,6,6,4,67574,11,2,3,1,1,3,1,No,Travel_Rarely,7,0,0,Yes,2025-05-20,Spouse's job transfer requiring relocation.,Yes,Not Applicable,No,Non-negotiable personal/relocation factor,2023,Personal & Non-Negotiable
104430,56,Female,Divorced,Marketing,Content Strategist,2,2,Other,2019-12-20,33,29,9,3,20,3,90322,17,3,2,3,1,4,1,No,Travel_Rarely,39,3,3,Yes,,Expressed interest in leadership promotion and professional advancement.,No,Not Applicable,Not Applicable,Employee did not resign,2019,Career Advancement
